knee_angle_left,knee_angle_right,knee_angle_avg,hip_angle_left,hip_angle_right,ankle_angle_left,ankle_angle_right,back_angle,hip_hinge_angle,frontal_weight,foot_asymmetry,knee_cave_pct_left,knee_cave_pct_right,knee_over_toe_left,knee_over_toe_right,shoulder_width,hip_width,elbow_width,elbow_flare_pct,elbow_flare_angle_lateral,arm_angle_left,arm_angle_right,wrist_dev_left,wrist_dev_right,phase_code,BACK_ROUNDED,HIPS_TOO_HIGH,score
170.04,163.2,166.62,131.38,137.39,176.68,144.96,42.95,131.38,0.0,0.02150877347308522,1.675526928038723,-2.0967755390205567,0.019094999228921827,-0.002429696940652981,0.01776170576936964,0.02346333950847862,0.012968442749803244,-26.986501644636284,14.217414213433868,176.23,161.11,0.018771315766817342,0.04492424397935535,1,NONE,LOW,95.0
177.72,176.33,177.025,167.06,172.03,167.05,168.14,11.35,167.06,0.226,0.008145165066517857,-1.370727037346281,0.4748814878937524,-0.0066315692655438685,0.0003765326541009806,0.06546242819148917,0.14871579300001986,0.08241814111774004,25.901442086218385,7.642454515808654,174.9,149.55,0.002099373645824243,0.08157785554096542,1,NONE,NONE,100.0
169.68,152.92,161.3,155.34,167.01,161.15,160.27,19.92,161.18,0.918,0.002035733537943507,-1.8597435928152883,4.9542015992983135,-0.04377813293698718,0.04656705264712202,0.14793089479058985,0.2629802441137861,0.12131964787510352,-17.988971778449027,0.7744912666501794,178.09,153.14,0.02983548465484842,0.0604891833294231,1,NONE,LOW,95.0
118.8,129.41,124.10499999999999,163.11,64.47,151.6,142.05,34.37,163.11,0.25,0.016782776855745585,-2.977982698542098,-1.0070090655517117,-0.004308530929318377,-0.01940051113486141,0.00999664690329316,0.26308495087854955,0.03983488580829708,298.4824731098026,19.2059514273224,160.41,177.84,0.01959269151913179,0.005044021110243158,2,MEDIUM,NONE,85.0
124.24,124.43,124.33500000000001,87.27,89.94,165.21,167.12,2.55,88.6,0.98,0.015559895707095373,1.048265549199906,0.4091607431665256,0.02269923282253339,-0.0015597208327354783,0.16697904603200758,0.5866901857898679,0.15999176001667847,-4.1845286467798735,10.997094176097956,160.45,173.71,0.03896390753143225,0.011690833243250487,2,NONE,NONE,100.0
159.33,161.97,160.65,176.68,135.55,161.09,154.53,14.1,176.68,0.26,0.0047946224832240425,-1.059645551418048,-0.987205231041044,-0.0004627293030576851,0.0034999010001612874,0.08103019674906253,0.02060616093974099,0.08219542516777656,1.438017511326735,5.6729653852984,179.46,157.97,0.011308793548440166,0.019277582119057057,2,NONE,NONE,100.0
123.49,129.7,126.595,78.32,110.69,138.91,165.99,48.34,78.32,0.294,0.0015108109018207028,1.1105404306460787,0.23006253290044354,0.04036588064434554,-0.005487003824676484,0.06430490625533403,0.43513414377765863,0.07742098280831566,20.39669648362744,18.628161746307367,173.39,176.7,0.01677619682735454,0.019226924855538452,2,HIGH,NONE,75.0
174.64,175.35,174.995,146.02,149.61,140.98,40.32,34.04,147.18,0.646,0.07245914297141642,-1.8419889934707057,0.462456108664544,0.012201506597308176,-0.012852571232639498,0.10154005970699087,0.14421140405694471,0.07005607585433227,-31.00646576682186,8.17259158620732,161.55,176.48,0.006660325759648478,0.01096324039228147,1,NONE,LOW,95.0
171.75,170.0,170.875,171.09,174.06,141.96,164.37,5.03,171.09,0.1,0.008327203187023069,1.424220795737563,0.39977022829607023,-0.004774090246881801,-0.015756412321023205,0.008788484288999976,0.04384765858654427,0.005877142532654256,-33.12677886890773,4.682701129908058,171.27,143.23,0.028870504567585997,0.05870063064282782,1,NONE,NONE,100.0
136.53,143.4,139.965,130.6,129.9,172.15,176.24,10.54,130.37,0.643,0.01307852988699032,1.0650976724168093,1.37878172085929,0.0065223812978976725,0.013809483851602522,0.12710793494954575,0.1251250426789226,0.07611653848448774,-40.116611512332845,10.940873620652859,146.65,136.0,0.04149930590944678,0.07742250496013026,2,NONE,NONE,100.0
